respondent_id,race,gender,sexual_orientation,education,employment,income,age,ethnicity,state
101265,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 100k 150k,64,non-hispanic,Florida
298023,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Annual Income: more 200k,89,non-hispanic,Oregon
135416,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 25k 35k,28,non-hispanic,New York
210572,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 35k 50k,26,non-hispanic,Arizona
150584,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: One Through Four,Employment Status: Out Of Work Less Than One,Annual Income: less 10k,120,non-hispanic,Florida
289261,Prefer Not To Answer,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 75k 100k,52,non-hispanic,Vermont
127054,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Skip,39,non-hispanic,Virginia
223210,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Out Of Work One Or More,Annual Income: more 200k,47,non-hispanic,Michigan
246330,Other,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 50k 75k,88,non-hispanic,New Jersey
357146,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work Less Than One,Annual Income: less 10k,29,non-hispanic,Georgia
371334,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Bisexual,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 100k 150k,119,non-hispanic,South Carolina
43779,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 10k 25k,21,non-hispanic,Utah
35606,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: less 10k,58,non-hispanic,South Carolina
227874,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 75k 100k,58,non-hispanic,Maine
37640,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: 50k 75k,120,hispanic,Missouri
230055,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Homemaker,Annual Income: 10k 25k,28,non-hispanic,Alabama
318410,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Homemaker,Annual Income: 50k 75k,97,non-hispanic,Delaware
355207,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 35k 50k,93,non-hispanic,Rhode Island
32055,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,19,hispanic,Virginia
325784,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Retired,Annual Income: more 200k,31,non-hispanic,Maryland
173080,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 35k 50k,49,non-hispanic,Washington
58873,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,59,non-hispanic,Maine
284486,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,29,hispanic,Nebraska
333102,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 75k 100k,65,non-hispanic,North Dakota
263859,What Race Ethnicity: White,Gender Identity: Man,Skip,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 100k 150k,61,non-hispanic,New Mexico
303180,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Skip,87,non-hispanic,California
147397,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,95,non-hispanic,Nevada
201674,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Prefer Not To Answer,96,non-hispanic,Iowa
25847,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,89,non-hispanic,Delaware
324455,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Skip,Annual Income: less 10k,92,non-hispanic,Delaware
325787,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: more 200k,44,hispanic,Washington
79334,What Race Ethnicity: Hispanic,Skip,Sexual Orientation: Lesbian,Highest Grade: College One to Three,Employment Status: Employed For Wages,Skip,63,hispanic,Georgia
314138,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Prefer Not To Answer,99,non-hispanic,Texas
90374,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Unable To Work,Prefer Not To Answer,119,non-hispanic,New York
249066,What Race Ethnicity: White,Gender Identity: Man,Skip,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 75k 100k,25,non-hispanic,Connecticut
164026,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Skip,69,non-hispanic,Kentucky
119842,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work Less Than One,Annual Income: 50k 75k,109,non-hispanic,New Mexico
330228,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 25k 35k,21,non-hispanic,Alabama
6476,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: 10k 25k,76,hispanic,Maryland
323989,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Self Employed,Annual Income: less 10k,110,non-hispanic,Vermont
220110,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 35k 50k,118,non-hispanic,California
84698,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: more 200k,20,non-hispanic,Virginia
339680,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: less 10k,108,non-hispanic,Maryland
349710,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 150k 200k,86,non-hispanic,Washington
83485,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: less 10k,40,non-hispanic,Oregon
73163,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Student,Annual Income: less 10k,50,non-hispanic,South Carolina
73428,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Employed For Wages,Annual Income: 100k 150k,69,non-hispanic,Alabama
238528,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: more 200k,41,non-hispanic,Rhode Island
351504,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Out Of Work One Or More,Prefer Not To Answer,114,non-hispanic,Massachusetts
65898,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Prefer Not To Answer,47,non-hispanic,Minnesota
30346,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Skip,47,non-hispanic,Texas
208044,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,64,non-hispanic,Arizona
289493,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Skip,Employment Status: Employed For Wages,Skip,113,non-hispanic,New Hampshire
274948,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: less 10k,28,hispanic,Wisconsin
77871,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: more 200k,51,non-hispanic,Ohio
291362,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Lesbian,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 35k 50k,71,hispanic,Louisiana
92735,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Prefer Not To Answer,57,non-hispanic,Arizona
357572,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 100k 150k,111,non-hispanic,Florida
133595,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: less 10k,93,non-hispanic,Iowa
236301,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: One Through Four,Employment Status: Employed For Wages,Annual Income: 50k 75k,78,non-hispanic,Georgia
319777,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: less 10k,55,hispanic,Massachusetts
175684,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 100k 150k,93,non-hispanic,Montana
309840,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,49,non-hispanic,Georgia
146712,What Race Ethnicity: Hispanic,Skip,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Skip,84,hispanic,Mississippi
318184,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 35k 50k,106,non-hispanic,Arizona
157858,Other,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Unable To Work,Annual Income: less 10k,63,non-hispanic,Maryland
110445,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,34,non-hispanic,Wyoming
356756,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Homemaker,Annual Income: less 10k,44,non-hispanic,Connecticut
222957,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 150k 200k,77,non-hispanic,North Dakota
154815,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Prefer Not To Answer,45,non-hispanic,Utah
42596,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Prefer Not To Answer,73,non-hispanic,Minnesota
232124,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 75k 100k,90,non-hispanic,District of Columbia
286364,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 75k 100k,101,non-hispanic,Maine
1507,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Homemaker,Annual Income: less 10k,80,non-hispanic,Michigan
155217,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Homemaker,Annual Income: 10k 25k,47,hispanic,Oregon
247378,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 25k 35k,91,non-hispanic,Maryland
185915,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: more 200k,63,non-hispanic,Massachusetts
127543,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Prefer Not To Answer,100,non-hispanic,New York
